2023-04-13 16:35:06 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-04-13 16:35:06 0 [Note] InnoDB: Uses event mutexes
2023-04-13 16:35:06 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-04-13 16:35:06 0 [Note] InnoDB: Number of pools: 1
2023-04-13 16:35:06 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-04-13 16:35:06 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2023-04-13 16:35:06 0 [Note] InnoDB: Completed initialization of buffer pool
2023-04-13 16:35:06 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 306745
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 306333
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 306289
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 306289
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 306245
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 306245
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 306201
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 306201
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 306141
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 306141
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 306097
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 306097
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 306053
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 306053
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 306009
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=345] with future log sequence number 306009
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 305965
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 305965
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 305921
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 305921
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 305877
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 305877
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 305833
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 305833
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 305789
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 305789
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 305745
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 305745
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 305701
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 305701
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 305641
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 305641
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 305597
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 305597
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=197] with future log sequence number 305467
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 305467
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 305165
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 305165
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=192] with future log sequence number 305063
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=329] with future log sequence number 305063
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 305019
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 305019
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 304980
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=327] with future log sequence number 304980
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=61] with future log sequence number 304941
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=326] with future log sequence number 304941
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 304902
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=325] with future log sequence number 304902
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=59] with future log sequence number 304863
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 304863
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=58] with future log sequence number 304824
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=323] with future log sequence number 304824
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=57] with future log sequence number 304785
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 304785
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 304746
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 304746
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=274] with future log sequence number 451866
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=411] with future log sequence number 451866
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=273] with future log sequence number 451822
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=410] with future log sequence number 451822
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=272] with future log sequence number 451778
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=409] with future log sequence number 451778
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 451734
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=407] with future log sequence number 451734
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 451690
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=406] with future log sequence number 451690
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=269] with future log sequence number 451646
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=405] with future log sequence number 451646
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=268] with future log sequence number 451602
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=292] with future log sequence number 465772
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=429] with future log sequence number 465772
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 465728
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=428] with future log sequence number 465728
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=290] with future log sequence number 465684
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=427] with future log sequence number 465684
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=289] with future log sequence number 465640
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=426] with future log sequence number 465640
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=288] with future log sequence number 465596
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=425] with future log sequence number 465596
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=287] with future log sequence number 465552
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=424] with future log sequence number 465552
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=286] with future log sequence number 465508
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=423] with future log sequence number 465508
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=285] with future log sequence number 465464
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=422] with future log sequence number 465464
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=284] with future log sequence number 465420
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=421] with future log sequence number 465420
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=283] with future log sequence number 465360
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=420] with future log sequence number 465360
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=282] with future log sequence number 465316
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=419] with future log sequence number 465316
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=281] with future log sequence number 465272
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=418] with future log sequence number 465272
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=280] with future log sequence number 465228
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=417] with future log sequence number 465228
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=279] with future log sequence number 465184
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=416] with future log sequence number 465184
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=278] with future log sequence number 465140
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=25, page number=3] with future log sequence number 467334
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 467314
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=408] with future log sequence number 467017
2023-04-13 16:35:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=431] with future log sequence number 467314
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 323768 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 337114 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 303973 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 303973 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 304012 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 304012 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 304051 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 304051 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 304145 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 304145 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 304223 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 304223 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 304301 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 304301 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 304418 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 304418 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 304496 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 304496 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 304574 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 304574 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 304613 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 304613 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 304668 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 304668 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 304707 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 304707 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 304746 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 304746 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 304785 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=321] log sequence number 304785 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=58] log sequence number 304824 is in the future! Current system log sequence number 300306.
2023-04-13 16:35:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
